"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL602469"	""	"None"	"488.59"	"1"	"6.60"	"BDBM50306515"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3)cc12"	"IC50"	"'='"	"1.0"	"nM"	"9.00"	""	"284594"	"UO_0000065"	"18.42"	"0.33"	"2.40"	"12.62"	"1"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"1.0"
"CHEMBL3699379"	""	"None"	"494.59"	"1"	"7.74"	"BDBM147396"	"Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(F)c(F)c3)cc12"	"IC50"	"'='"	"9.0"	"nM"	"8.05"	""	"284720"	"UO_0000065"	"16.27"	"0.30"	"0.31"	"23.64"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"9.0"
"CHEMBL133046"	"ASCOFURANONE"	"None"	"420.93"	"1"	"5.22"	"20"	"C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC/C=C(\C)[C@@H]1CC(=O)C(C)(C)O1"	"IC50"	""	""	"nM"	""	""	"Not Determined"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL759457"	"Minimum effective concentration required to inhibit Peroxisome proliferator activated receptor gamma (PPAR gamma)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145088"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	""
"CHEMBL578860"	""	"None"	"334.37"	"0"	"4.55"	"3"	"O=C(O)C(Cc1ccccc1)Oc1ccc(Oc2ccccc2)cc1"	"EC50"	"'='"	"1210.0"	"nM"	"5.92"	""	""	"UO_0000065"	"17.70"	"0.32"	"1.37"	"10.61"	"0"	"CHEMBL1042381"	"Agonist activity at GAL4-tagged human PPARgamma ligand binding domain expressed in human HepG2 cells assessed as receptor transactivation by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1154168"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"CHEMBL3307718"	""	""	""	"1.21"
"CHEMBL119078"	""	"None"	"443.21"	"1"	"6.16"	"9d"	"O=C(Nc1ccc(-c2cccc3cccnc23)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+]"	"EC50"	"'='"	"300.0"	"nM"	"6.52"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL883269"	"Transactivation potency was measured by luciferase activity in Caco- 2/TC7 cells transiently co-transfected for the fusion-protein Gal4-PPAR gamma"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Caco- 2/TC7"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135007"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2002"	"None"	""	""	""	"0.3"
"CHEMBL1360615"	""	"None"	"479.58"	"0"	"4.53"	"SID91762765"	"COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2/SC(=S)N(CCC(=O)O)C2=O)c(C)c1"	"IC50"	""	"152.0"	"nM"	""	""	"Active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1738431"	"PUBCHEM_BIOASSAY: Fluorescence-polarization-based biochemical polarscreen dose response binding assay for partial agonists of the peroxisome proliferator-activated receptor gamma (PPARg). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1808, AID504735]"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""	""	""	"0.152"
"CHEMBL177439"	""	"None"	"385.37"	"0"	"1.96"	"25"	"O=C(O)Cc1ccccc1OCCC1Oc2ccccc2N(CC(=O)O)C1=O"	"EC50"	"'>'"	"5000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL757757"	"Agonistic activity against PPAR (peroxisome proliferator activated receptor gamma) in Suarus chinesis"	"F"	"BAO_0000019"	"assay format"	"suarus chinesis"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148467"	"1"	"Scientific Literature"	"J Med Chem"	"2004"	"None"	""	""	""	"5000.0"
"CHEMBL130232"	""	"None"	"444.49"	"1"	"7.25"	"34b"	"C/C(=C/C=C/C(C)=C/C(=O)O)c1cc(-c2cccc(F)c2)cc(C(C)C)c1OCC(F)F"	"EC50"	"'='"	"36.0"	"nM"	"7.44"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL658541"	"In vitro agonist efficacy against PPAR gamma along with 100 nM BRL-49653"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136440"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"None"	""	""	""	"36.0"
"CHEMBL130374"	""	"None"	"432.53"	"1"	"7.17"	"34c"	"C/C(=C/C=C/C(C)=C/C(=O)O)c1cc(-c2cccs2)cc(C(C)C)c1OCC(F)F"	"EC50"	"'='"	"4.7"	"nM"	"8.33"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL656170"	"In vitro agonistic activity against PPAR gamma along with 100 nM BRL-49653"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136440"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"None"	""	""	""	"4.7"
"CHEMBL1081224"	""	"None"	"586.59"	"2"	"6.43"	"35u"	"Cc1cc(OCc2nc(-c3ccc(C(=O)N(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1114855"	"Agonist activity at human PPARgamma ligand binding domain expressed in human 293T cells co-transfected with Gal4-DBD by luciferase transactivation assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"293T"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1153748"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""	""	"10.0"
"CHEMBL420441"	""	"None"	"512.03"	"2"	"6.96"	"20"	"CCCc1cc(Oc2ccc(Cl)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1"	"EC50"	"'='"	"165.0"	"nM"	"6.78"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL760002"	"In vitro transactivation of human peroxisome proliferator activated receptor gamma measured in PPAR-GAL4 chimeric COS-1 cells"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"COS-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136170"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"CHEMBL3308351"	""	""	""	"0.165"
"CHEMBL254347"	""	"None"	"518.52"	"1"	"4.25"	"M5, 12-Hydroxy-O-demethyl muraglitazar"	"O=C(O)CN(Cc1ccc(OCCc2nc(-c3ccccc3)oc2CO)cc1)C(=O)Oc1ccc(O)cc1"	"IC50"	"'>'"	"15000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL921519"	"Binding affinity at PPAR gamma receptor"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147043"	"1"	"Scientific Literature"	"Drug Metab Dispos"	"2007"	"None"	""	""	""	"15.0"
"CHEMBL429671"	""	"None"	"532.55"	"1"	"4.55"	"M10, 12-Hydroxy muraglitazar"	"COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3CO)cc2)cc1"	"IC50"	"'>'"	"25000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL921520"	"Agonist activity at PPAR gamma in human HEK cells by transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147043"	"1"	"Scientific Literature"	"Drug Metab Dispos"	"2007"	"CHEMBL3307715"	""	""	""	"25.0"
"CHEMBL444373"	""	"None"	"331.32"	"0"	"2.49"	"M1, O-Dealkyl muraglitazar"	"COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(O)cc2)cc1"	"IC50"	"'>'"	"20000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL921520"	"Agonist activity at PPAR gamma in human HEK cells by transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147043"	"1"	"Scientific Literature"	"Drug Metab Dispos"	"2007"	"CHEMBL3307715"	""	""	""	"20.0"
"CHEMBL192636"	""	"None"	"453.58"	"1"	"6.24"	"48"	"CCCc1cc2c(oc(=O)n2CCC)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1"	"EC50"	"'='"	"120.0"	"nM"	"6.92"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL832684"	"Agonist response against human PPAR gamma in transactivation assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140307"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"0.12"
"CHEMBL364378"	""	"None"	"439.55"	"1"	"5.85"	"6"	"CCCc1cc2c(oc(=O)n2CC)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1"	"IC50"	"'='"	"99.0"	"nM"	"7.00"	""	""	"UO_0000065"	"15.94"	"0.30"	"1.15"	"8.58"	"0"	"CHEMBL830984"	"In vitro binding affinity for human PPAR gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140307"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"0.099"
"CHEMBL478725"	""	"None"	"410.47"	"0"	"4.91"	"28"	"Cc1oc(-c2ccccc2)nc1CC#Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1"	"IC50"	"'='"	"293.0"	"nM"	"6.53"	""	""	"UO_0000065"	"15.92"	"0.29"	"1.62"	"9.57"	"0"	"CHEMBL980390"	"Displacement of [3H]darglitazone from human PPARgamma by scintillation proximity assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157199"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2008"	"None"	""	""	""	"0.293"
"CHEMBL380837"	""	"None"	"474.91"	"1"	"6.36"	"14"	"CC(C)(Oc1cccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)c1)C(=O)O"	"EC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL867229"	"Binding affinity to human PPAR gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139027"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	""
"CHEMBL205665"	""	"None"	"376.88"	"1"	"5.23"	"26"	"CC[C@@](C)(Cc1ccc(OCCCOc2ccccc2Cl)cc1)C(=O)O"	"IC50"	"'='"	"851.0"	"nM"	"6.07"	""	""	"UO_0000065"	"16.11"	"0.32"	"0.84"	"10.89"	"0"	"CHEMBL867229"	"Binding affinity to human PPAR gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139027"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	"851.0"
"CHEMBL23670"	""	"None"	"447.00"	"1"	"6.79"	"6"	"CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)coc12"	"IC50"	"'='"	"560.0"	"nM"	"6.25"	""	""	"UO_0000065"	"13.99"	"0.28"	"-0.54"	"10.48"	"0"	"CHEMBL759454"	"In vitro binding affinity for human PPAR gamma in SPA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136679"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"None"	""	""	""	"560.0"
"CHEMBL242007"	""	"None"	"510.56"	"2"	"6.48"	"87"	"Cc1cc(SCc2nc(-c3ccc(OC(F)(F)F)cc3)ns2)ccc1OC1(C(=O)O)CCCC1"	"EC50"	"'>'"	"3000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL938400"	"Agonist activity at human PPARgamma-Gal4 in HEK293 cells by luciferase reporter assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143875"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2008"	"CHEMBL3307715"	""	""	""	"3000.0"
"CHEMBL315048"	""	"None"	"420.48"	"1"	"5.37"	"9"	"CCO[C@@H](Cc1ccc(OC/C=C(/c2ccccc2)c2ccc(F)cc2)cc1)C(=O)O"	"EC50"	"'='"	"4000.0"	"nM"	"5.40"	""	""	"UO_0000065"	"12.84"	"0.24"	"0.03"	"9.68"	"0"	"CHEMBL762737"	"In vitro activation of human peroxisome proliferator activated receptor gamma (PPAR gamma)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136267"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"None"	""	""	""	"4.0"
"CHEMBL425945"	""	"None"	"506.52"	"2"	"7.70"	"17"	"Cc1ccc(-c2cc(COc3ccc(OCC(=O)O)c(C)c3)cc(-c3ccc(C(F)(F)F)cc3)c2)cc1"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL853176"	"Effect on human PPARgamma transactivation in 293T cells"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"293T"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147714"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	"10.0"
"CHEMBL206059"	""	"None"	"458.91"	"1"	"6.38"	"17"	"CC(Cc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O"	"IC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL867229"	"Binding affinity to human PPAR gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139027"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	""
"CHEMBL205936"	""	"None"	"472.94"	"1"	"6.77"	"18"	"CCC(Cc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O"	"IC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL867229"	"Binding affinity to human PPAR gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139027"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	""
"CHEMBL3695802"	""	"None"	"519.56"	"2"	"6.45"	"BDBM147241"	"C[C@H](NC(=O)c1ccc2c(ccn2Cc2ccc(-c3ccc(C(=O)O)cc3)cc2)c1)c1ccc([N+](=O)[O-])cc1"	"IC50"	"'>'"	"1000.0"	"nM"	""	""	"284565"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"1000.0"
"CHEMBL3695810"	""	"None"	"488.59"	"1"	"6.94"	"BDBM147251"	"CCC(NC(=O)c1ccc2c(ccn2Cc2ccccc2-c2ccc(C(=O)O)cc2)c1)c1ccccc1"	"IC50"	"'='"	"10.0"	"nM"	"8.00"	""	"284573"	"UO_0000065"	"16.37"	"0.30"	"1.06"	"11.22"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"10.0"
"CHEMBL419768"	""	"None"	"465.55"	"1"	"5.02"	"16"	"CCCc1cc(C2CCC(=O)CC2)ccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1"	"IC50"	"'='"	"1160.0"	"nM"	"5.94"	""	""	"UO_0000065"	"12.75"	"0.24"	"0.92"	"6.53"	"0"	"CHEMBL759453"	"In vitro binding affinity against human peroxisome proliferator activated receptor gamma"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136294"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"None"	""	""	""	"1.16"
"CHEMBL3695834"	""	"None"	"556.58"	"2"	"7.62"	"BDBM147278"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccc(C(F)(F)F)c3)cc12"	"IC50"	"'='"	"191.0"	"nM"	"6.72"	""	"284601"	"UO_0000065"	"12.07"	"0.22"	"-0.90"	"9.42"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"191.0"
"CHEMBL3699399"	""	"None"	"530.67"	"2"	"7.73"	"BDBM147417"	"CCc1ccccc1[C@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1"	"IC50"	"'='"	"6.0"	"nM"	"8.22"	""	"284741"	"UO_0000065"	"15.49"	"0.28"	"0.49"	"11.53"	"1"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"6.0"
