"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL3695908"	""	"None"	"488.59"	"1"	"6.94"	"BDBM147353"	"CC[C@@H](NC(=O)c1ccc2c(ccn2Cc2ccccc2-c2ccc(C(=O)O)cc2)c1)c1ccccc1"	"IC50"	"'='"	"5.0"	"nM"	"8.30"	""	"284677"	"UO_0000065"	"16.99"	"0.31"	"1.36"	"11.64"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"5.0"
"CHEMBL3695912"	""	"None"	"516.64"	"2"	"7.55"	"BDBM147357"	"CC[C@H](NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccccc1-c1cccc(C(=O)O)c1)c1ccccc1"	"IC50"	"'='"	"80.0"	"nM"	"7.10"	""	"284681"	"UO_0000065"	"13.74"	"0.25"	"-0.45"	"9.95"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"80.0"
"CHEMBL3699356"	""	"None"	"638.61"	"2"	"9.20"	"BDBM147373"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(F)(F)F)cc3C(F)(F)F)cc12"	"IC50"	"'='"	"241.0"	"nM"	"6.62"	""	"284697"	"UO_0000065"	"10.36"	"0.20"	"-2.58"	"9.28"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"241.0"
"CHEMBL3699358"	""	"None"	"508.66"	"2"	"7.37"	"BDBM147375"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)C3CCCCC3)cc12"	"IC50"	"'='"	"4.0"	"nM"	"8.40"	""	"284699"	"UO_0000065"	"16.51"	"0.30"	"1.03"	"11.77"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"4.0"
"CHEMBL3699364"	""	"None"	"544.65"	"2"	"7.10"	"BDBM147381"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc4c(c3)CCO4)cc12"	"IC50"	"'='"	"223.0"	"nM"	"6.65"	""	"284705"	"UO_0000065"	"12.21"	"0.22"	"-0.45"	"8.26"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"223.0"
"CHEMBL3699437"	""	"None"	"557.74"	"2"	"7.95"	"BDBM147456"	"CNC(=O)c1ccccc1-c1ccc(Cn2c(C)c(C)c3cc(C(=O)N[C@@H](C)c4cccc(C(C)C)c4)ccc32)cc1"	"IC50"	"'='"	"76.0"	"nM"	"7.12"	""	"284780"	"UO_0000065"	"12.76"	"0.23"	"-0.83"	"11.28"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"76.0"
"CHEMBL112725"	""	"None"	"500.95"	"2"	"6.68"	"1"	"CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1"	"EC50"	"'='"	"170.0"	"nM"	"6.77"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL838126"	"Agonist activity against human PPARgamma in COS-1 cell Gal4 assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"COS-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140266"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"CHEMBL3308351"	""	""	""	"0.17"
"CHEMBL426451"	""	"None"	"402.92"	"1"	"6.21"	"37"	"CCCc1cc(C(=O)CC)cc(Cl)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1"	"EC50"	"'='"	"360.0"	"nM"	"6.44"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL832684"	"Agonist response against human PPAR gamma in transactivation assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140307"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"0.36"
"CHEMBL434935"	""	"None"	"410.55"	"1"	"6.51"	"41"	"CCCc1cc(C(=O)CC)cc(CCC)c1O[C@@H](C(=O)O)c1ccc(C(C)C)cc1"	"IC50"	"'='"	"2980.0"	"nM"	"5.53"	""	""	"UO_0000065"	"13.46"	"0.25"	"-0.98"	"8.69"	"0"	"CHEMBL830984"	"In vitro binding affinity for human PPAR gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140307"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"2.98"
"CHEMBL190603"	""	"None"	"460.83"	"1"	"5.25"	"27"	"CC[C@@]1(C(=O)O)Cc2cc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1"	"IC50"	"'>'"	"15000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL830065"	"In vitro binding affinity for PPAR-gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144356"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"15.0"
"CHEMBL1172425"	""	"None"	"414.58"	"1"	"5.48"	"50"	"CSc1nc(SCc2ccccc2)c(C(=O)O)c(SCc2ccccc2)n1"	"IC50"	"'='"	"1790.0"	"nM"	"5.75"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1176100"	"Antagonist activity at human PPARgamma-LBD expressed in CHO-K1 cells co-transfected with GAL4 assessed as inhibition of rosiglitazone-induced luciferase activity by transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1177724"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"CHEMBL3307512"	""	""	""	"1.79"
"CHEMBL1172962"	""	"None"	"398.51"	"0"	"4.20"	"36"	"CSc1nc(NCc2ccncc2)c(C(=O)O)c(SCc2ccccc2)n1"	"EC50"	"'='"	"2700.0"	"nM"	"5.57"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1176108"	"Partial agonist activity at human PPARgamma-LBD expressed in CHO-K1 cells co-transfected with GAL4 assessed as luciferase activity by transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1177724"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"CHEMBL3307512"	""	""	""	"2.7"
"CHEMBL2331784"	""	"None"	"467.33"	"1"	"5.16"	"4"	"CCOC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1Oc1cncc(Cl)c1"	"IC50"	"'='"	"80.0"	"nM"	"7.10"	""	""	"UO_0000065"	"15.19"	"0.32"	"1.94"	"7.50"	"0"	"CHEMBL2342574"	"Displacement of [3H]-rosiglitazone from GST-tagged PPARgammaLBD (unknown origin) after 1 hr by scintillation proximity assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331151"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2013"	"None"	""	""	""	"80.0"
"CHEMBL2331559"	""	"None"	"461.93"	"0"	"4.09"	"12"	"CCNC(=O)c1cc(NS(=O)(=O)c2ccc(OC)cc2)ccc1Oc1cncc(Cl)c1"	"EC50"	"'='"	"2000.0"	"nM"	"5.70"	""	""	"UO_0000065"	"12.34"	"0.25"	"1.61"	"5.35"	"0"	"CHEMBL2342573"	"Transactivation of GAL4 DBD-fused human PPARgamma-LBD expressed in HEK293 cells after 24 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331151"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2013"	"CHEMBL3307715"	""	""	""	"2.0"
"CHEMBL2338481"	""	"None"	"507.18"	"2"	"5.39"	"32"	"NC(=O)c1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1"	"EC50"	"'='"	"200.0"	"nM"	"6.70"	""	""	"UO_0000065"	"13.21"	"0.30"	"1.31"	"6.01"	"0"	"CHEMBL2342573"	"Transactivation of GAL4 DBD-fused human PPARgamma-LBD expressed in HEK293 cells after 24 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331151"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2013"	"CHEMBL3307715"	""	""	""	"0.2"
"CHEMBL213602"	""	"None"	"460.57"	"1"	"5.98"	"21"	"CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccc(C(C)(C)C)cc3)oc2C)c1)C(=O)O"	"IC50"	"'='"	"15.0"	"nM"	"7.82"	""	""	"UO_0000065"	"16.99"	"0.31"	"1.84"	"10.10"	"0"	"CHEMBL868631"	"Binding affinity to PPARgamma by radio ligand binding assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146855"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	"0.015"
"CHEMBL380070"	""	"None"	"432.52"	"1"	"5.30"	"22"	"CCOC(Cc1ccc2c(ccn2Cc2nc(-c3cc(C)cc(C)c3)oc2C)c1)C(=O)O"	"IC50"	"'='"	"38.0"	"nM"	"7.42"	""	""	"UO_0000065"	"17.16"	"0.32"	"2.12"	"9.58"	"0"	"CHEMBL868631"	"Binding affinity to PPARgamma by radio ligand binding assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146855"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	"0.038"
"CHEMBL5087833"	""	"None"	"537.44"	"2"	"6.28"	"8e"	"O=C(NCc1ccc(NC(=O)C(F)(F)F)cc1C(F)(F)F)c1ccc2c(ccn2Cc2cccc(F)c2)c1"	"EC50"	"'='"	"1310.0"	"nM"	"5.88"	""	""	"UO_0000065"	"10.95"	"0.21"	"-0.40"	"9.32"	"0"	"CHEMBL5055314"	"Partial agonist activity at GAL4-tagged human PPARgamma LBD expressed in HEK293T cells incubated for 12 to 14 hrs by dual-Glo luciferase assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293T"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5053551"	"1"	"Scientific Literature"	"J Med Chem"	"2021"	"None"	"Time_Lower = 12.0 hrs | Time_Upper = 14.0 hrs"	"PARTIAL AGONIST"	""	"1.31"
"CHEMBL4461571"	""	"None"	"500.56"	"2"	"5.71"	"13"	"C/C(=C1/c2ccc(Cn3c(C4CC4)nc4cscc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1"	"EC50"	"'='"	"3.0"	"nM"	"8.52"	""	""	"UO_0000065"	"17.03"	"0.32"	"2.81"	"9.92"	"0"	"CHEMBL4308812"	"Agonist activity at PPARgamma in human MKN45 cells assessed as induction of cell aggregation incubated for 5 days by Hoechst 33342 staining based IN cell analyzer method"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4304839"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2019"	"None"	""	""	""	"3.0"
"CHEMBL4532662"	""	"None"	"528.97"	"2"	"6.14"	"15"	"C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccc(Cl)cn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1"	"EC50"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	"16.45"	"0.31"	"2.56"	"10.18"	"0"	"CHEMBL4308812"	"Agonist activity at PPARgamma in human MKN45 cells assessed as induction of cell aggregation incubated for 5 days by Hoechst 33342 staining based IN cell analyzer method"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4304839"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2019"	"None"	""	""	""	"2.0"
"CHEMBL3317858"	""	"None"	"514.67"	"2"	"5.88"	"3, MEKT-28"	"CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCC2)cc1"	"EC50"	"'='"	"52.7"	"nM"	"7.28"	""	""	"UO_0000065"	"14.14"	"0.26"	"1.40"	"9.23"	"0"	"CHEMBL3369562"	"Agonist activity at human PPARgamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351353"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2014"	"None"	""	""	""	"52.7"
"CHEMBL4540607"	""	"None"	"536.56"	"2"	"5.42"	"21"	"C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c5c(ccn34)OCC5)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1"	"EC50"	"'='"	"19.0"	"nM"	"7.72"	""	""	"UO_0000065"	"14.39"	"0.26"	"2.30"	"8.16"	"0"	"CHEMBL4308812"	"Agonist activity at PPARgamma in human MKN45 cells assessed as induction of cell aggregation incubated for 5 days by Hoechst 33342 staining based IN cell analyzer method"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4304839"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2019"	"None"	""	""	""	"19.0"
"CHEMBL4104178"	""	"None"	"462.55"	"1"	"6.77"	"38"	"CCCc1nc2ccc(-c3ccc(O)cc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1"	"EC50"	"'='"	"2980.0"	"nM"	"5.53"	""	""	"UO_0000065"	"11.95"	"0.22"	"-1.24"	"7.33"	"0"	"CHEMBL3995262"	"Transactivation of Gal4 fused human PPARgamma LBD expressed in African green monkey COS7 cells after 42 hrs by dual luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3994588"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2017"	"None"	""	""	""	"2.98"
"CHEMBL4515010"	""	"None"	"496.54"	"1"	"5.72"	"8"	"CCCc1nc2ccccc2n1Cc1ccc2c(c1)COc1ccc(F)cc1/C2=C(\C)c1noc(=O)[nH]1"	"EC50"	"'='"	"7.0"	"nM"	"8.15"	""	""	"UO_0000065"	"16.42"	"0.30"	"2.43"	"9.49"	"0"	"CHEMBL4308812"	"Agonist activity at PPARgamma in human MKN45 cells assessed as induction of cell aggregation incubated for 5 days by Hoechst 33342 staining based IN cell analyzer method"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4304839"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2019"	"None"	""	""	""	"7.0"
"CHEMBL3818875"	"GSK2256294"	"2.0"	"447.47"	"0"	"3.40"	"GSK2256294A"	"CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1"	"EC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL3821410"	"Agonist activity at Gal4-tagged human PPARgamma ligand binding domain expressed in COS-7 cells measured after overnight incubation by dual-glo luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"COS-7"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3817847"	"1"	"Scientific Literature"	"Medchemcomm"	"2016"	"CHEMBL3307648"	""	""	""	""
"CHEMBL3695801"	""	"None"	"509.99"	"2"	"7.41"	"BDBM147240"	"C[C@H](NC(=O)c1ccc2c(ccn2Cc2ccc(-c3cccc(Cl)c3)cc2)c1)c1ccc([N+](=O)[O-])cc1"	"IC50"	"'>'"	"1000.0"	"nM"	""	""	"284564"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"1000.0"
